B081,UnixEpochMilliseconds
-128,1648728847758
-111,1648728847758
-107,1648728847758
-118,1648728847758
-130,1648728847758
-124,1648728847758
-118,1648728847758
-130,1648728847758
-139,1648728847758
-132,1648728847758
-144,1648728847758
-144,1648728847758
-126,1648728847758
-144,1648728847758
-135,1648728847758
-131,1648728847758
-139,1648728847758
-123,1648728847758
-140,1648728847758
-131,1648728847758
-127,1648728847758
-135,1648728847758
-128,1648728847758
-146,1648728847758
-131,1648728847758
-115,1648728847758
-120,1648728847758
-123,1648728847758
-134,1648728847758
-119,1648728847758
-109,1648728847758
-129,1648728847758
-122,1648728847758
-104,1648728847758
-122,1648728847758
-119,1648728847758
-112,1648728847758
-115,1648728847758
-126,1648728847758
-121,1648728847758
-117,1648728847758
-140,1648728847758
-131,1648728847758
-151,1648728847758
-162,1648728847758
-141,1648728847758
-134,1648728847758
-140,1648728847758
-146,1648728847758
-146,1648728847758
-143,1648728847758
-145,1648728847758
-153,1648728847758
-164,1648728847758
-161,1648728847758
-148,1648728847758
-143,1648728847758
-142,1648728847758
-133,1648728847758
-123,1648728847758
-134,1648728847758
-119,1648728847758
-127,1648728847758
-129,1648728847758
-104,1648728847758
-98,1648728847758
-110,1648728847758
-116,1648728847758
-131,1648728847758
-124,1648728847758
-109,1648728847758
-141,1648728847758
-137,1648728847758
-130,1648728847758
-133,1648728847758
-129,1648728847758
-134,1648728847758
-131,1648728847758
-136,1648728847758
-124,1648728847758
-133,1648728847758
-135,1648728847758
-113,1648728847758
-133,1648728847758
-147,1648728847758
-137,1648728847758
-139,1648728847758
-141,1648728847758
-140,1648728847758
-128,1648728847758
-113,1648728847758
-112,1648728847758
-121,1648728847758
-135,1648728847758
-128,1648728847758
-110,1648728847758
-128,1648728847758
-140,1648728847758
-140,1648728847758
-143,1648728847758
-124,1648728847758
-127,1648728847758
-144,1648728847758
-136,1648728847758
-128,1648728847758
-111,1648728847758
-116,1648728847758
-119,1648728847758
-115,1648728847758
-129,1648728847758
-122,1648728847758
-128,1648728847758
-137,1648728847758
-127,1648728847758
-123,1648728847758
-137,1648728847758
-136,1648728847758
-130,1648728847758
-127,1648728847758
-138,1648728847758
-150,1648728847758
-141,1648728847758
-137,1648728847758
-130,1648728847758
-121,1648728847758
-129,1648728847758
-134,1648728847758
-119,1648728847758
-121,1648728847758
-120,1648728847758
-111,1648728847758
-116,1648728847758
-95,1648728847758
-103,1648728847758
-123,1648728847758
-116,1648728847758
-122,1648728847758
-125,1648728847758
-118,1648728847758
-148,1648728847758
-139,1648728847758
-138,1648728847758
-147,1648728847758
-140,1648728847758
-144,1648728847758
-133,1648728847758
-132,1648728847758
-138,1648728847758
-138,1648728847758
-126,1648728847758
-120,1648728847758
-126,1648728847758
-141,1648728847758
-143,1648728847758
-148,1648728847758
-136,1648728847758
-124,1648728847758
-136,1648728847758
-121,1648728847758
-111,1648728847758
-119,1648728847758
-115,1648728847758
-129,1648728847758
-131,1648728847758
-121,1648728847758
-111,1648728847758
-107,1648728847758
-109,1648728847758
-108,1648728847758
-126,1648728847758
-135,1648728847758
-134,1648728847758
-128,1648728847758
-122,1648728847758
-122,1648728847758
-128,1648728847758
-125,1648728847758
-121,1648728847758
-120,1648728847758
-120,1648728847758
-123,1648728847758
-125,1648728847758
-118,1648728847758
-130,1648728847758
-145,1648728847758
-138,1648728847758
-132,1648728847758
-132,1648728847758
-123,1648728847758
-119,1648728847758
-121,1648728847758
-120,1648728847758
-129,1648728847758
-119,1648728847758
-115,1648728847758
-129,1648728847758
-140,1648728847758
-128,1648728847758
-131,1648728847758
-142,1648728847758
-130,1648728847758
-130,1648728847758
-124,1648728847758
-136,1648728847758
-148,1648728847758
-145,1648728847758
-120,1648728847758
-108,1648728847758
-132,1648728847758
-132,1648728847758
-126,1648728847758
-132,1648728847758
-126,1648728847758
-105,1648728847758
-110,1648728847758
-122,1648728847758
-119,1648728847758
-136,1648728847758
-151,1648728847758
-147,1648728847758
-137,1648728847758
-124,1648728847758
-124,1648728847758
-145,1648728847758
-156,1648728847758
-132,1648728847758
-114,1648728847758
-114,1648728847758
-117,1648728847758
-134,1648728847758
-140,1648728847758
-131,1648728847758
-130,1648728847758
-136,1648728847758
-133,1648728847758
-126,1648728847758
-123,1648728847758
-128,1648728847758
-132,1648728847758
-133,1648728847758
-138,1648728847758
-144,1648728847758
-141,1648728847758
-143,1648728847758
-148,1648728847758
-133,1648728847758
-135,1648728847758
-146,1648728847758
-152,1648728847758
-134,1648728847758
-137,1648728847758
-142,1648728847758
-136,1648728847758
-130,1648728847758
-124,1648728847758
-142,1648728847758
-127,1648728847758
-114,1648728847758
-129,1648728847758
-122,1648728847758
-114,1648728847758
-121,1648728847758
-123,1648728847758
-116,1648728847758
-107,1648728847758
-115,1648728847758
-114,1648728847758
-117,1648728847758
-110,1648728847758
-131,1648728847758
-127,1648728847758
-120,1648728847758
-138,1648728847758
-111,1648728847758
-119,1648728847758
-121,1648728847758
-120,1648728847758
-144,1648728847758
-123,1648728847758
-110,1648728847758
-122,1648728847758
-128,1648728847758
-140,1648728847758
-146,1648728847758
-143,1648728847758
-142,1648728847758
-121,1648728847758
-105,1648728847758
-119,1648728847758
-118,1648728847758
-115,1648728847758
-117,1648728847758
-110,1648728847758
-107,1648728847758
-106,1648728847758
-112,1648728847758
-118,1648728847758
-109,1648728847758
-108,1648728847758
-123,1648728847758
-137,1648728847758
-133,1648728847758
-129,1648728847758
-125,1648728847758
-142,1648728847758
-127,1648728847758
-114,1648728847758
-124,1648728847758
-119,1648728847758
-133,1648728847758
-126,1648728847758
-93,1648728847758
-107,1648728847758
-136,1648728847758
-127,1648728847758
-129,1648728847758
-128,1648728847758
-134,1648728847758
-134,1648728847758
-140,1648728847758
-137,1648728847758
-139,1648728847758
-153,1648728847758
-140,1648728847758
-125,1648728847758
-127,1648728847758
-114,1648728847758
-114,1648728847758
-144,1648728847758
-141,1648728847758
-125,1648728847758
-118,1648728847758
-121,1648728847758
-135,1648728847758
-134,1648728847758
-134,1648728847758
-143,1648728847758
-142,1648728847758
-151,1648728847758
-156,1648728847758
-148,1648728847758
-149,1648728847758
-130,1648728847758
-118,1648728847758
-106,1648728847758
-97,1648728847758
-126,1648728847758
-120,1648728847758
-117,1648728847758
-119,1648728847758
-118,1648728847758
-124,1648728847758
-136,1648728847758
-142,1648728847758
-133,1648728847758
-135,1648728847758
-140,1648728847758
-137,1648728847758
-127,1648728847758
-123,1648728847758
-128,1648728847758
-113,1648728847758
-124,1648728847758
-125,1648728847758
-112,1648728847758
-133,1648728847758
-138,1648728847758
-132,1648728847758
-129,1648728847758
-140,1648728847758
-152,1648728847758
-152,1648728847758
-137,1648728847758
-136,1648728847758
-142,1648728847758
-142,1648728847758
-115,1648728847758
-108,1648728847758
-117,1648728847758
-128,1648728847758
-141,1648728847758
-128,1648728847758
-122,1648728847758
-125,1648728847758
-133,1648728847758
-108,1648728847758
-102,1648728847758
-129,1648728847758
-143,1648728847758
-127,1648728847758
-111,1648728847758
-143,1648728847758
-130,1648728847758
-112,1648728847758
-106,1648728847758
-94,1648728847758
-106,1648728847758
-124,1648728847758
-139,1648728847758
-120,1648728847758
-129,1648728847758
-131,1648728847758
-121,1648728847758
-126,1648728847758
-123,1648728847758
-128,1648728847758
-123,1648728847758
-140,1648728847758
-146,1648728847758
-116,1648728847758
-119,1648728847758
-124,1648728847758
-118,1648728847758
-124,1648728847758
-121,1648728847758
-144,1648728847758
-135,1648728847758
-133,1648728939475
-126,1648728939475
-114,1648728939475
-126,1648728939475
-126,1648728939475
-102,1648728939475
-126,1648728939475
-132,1648728939475
-147,1648728939475
-143,1648728939475
-136,1648728939475
-157,1648728939475
-135,1648728939475
-134,1648728939475
-131,1648728939475
-118,1648728939475
-121,1648728939475
-132,1648728939475
-127,1648728939475
-129,1648728939475
-137,1648728939475
-136,1648728939475
-121,1648728939475
-111,1648728939475
-128,1648728939475
-143,1648728939475
-130,1648728939475
-118,1648728939475
-115,1648728939475
-126,1648728939475
-126,1648728939475
-120,1648728939475
-123,1648728939475
-119,1648728939475
-109,1648728939475
-126,1648728939475
-129,1648728939475
-122,1648728939475
-126,1648728939475
-142,1648728939475
-149,1648728939475
-148,1648728939475
-154,1648728939475
-136,1648728939475
-136,1648728939475
-124,1648728939475
-133,1648728939475
-132,1648728939475
-135,1648728939475
-137,1648728939475
-130,1648728939475
-127,1648728939475
-126,1648728939475
-144,1648728939475
-138,1648728939475
-129,1648728939475
-110,1648728939475
-113,1648728939475
-118,1648728939475
-122,1648728939475
-117,1648728939475
-92,1648728939475
-110,1648728939475
-131,1648728939475
-115,1648728939475
-126,1648728939475
-141,1648728939475
-131,1648728939475
-124,1648728939475
-127,1648728939475
-120,1648728939475
-117,1648728939475
-125,1648728939475
-106,1648728939475
-115,1648728939475
-138,1648728939475
-144,1648728939475
-147,1648728939475
-137,1648728939475
-142,1648728939475
-145,1648728939475
-132,1648728939475
-138,1648728939475
-135,1648728939475
-113,1648728939475
-109,1648728939475
-117,1648728939475
-110,1648728939475
-119,1648728939475
-118,1648728939475
-103,1648728939475
-105,1648728939475
-110,1648728939475
-113,1648728939475
-121,1648728939475
-132,1648728939475
-123,1648728939475
-137,1648728939475
-145,1648728939475
-138,1648728939475
-135,1648728939475
-128,1648728939475
-132,1648728939475
-145,1648728939475
-117,1648728939475
-119,1648728939475
-130,1648728939475
-124,1648728939475
-130,1648728939475
-121,1648728939475
-138,1648728939475
-141,1648728939475
-131,1648728939475
-136,1648728939475
-130,1648728939475
-124,1648728939475
-130,1648728939475
-136,1648728939475
-121,1648728939475
-105,1648728939475
-122,1648728939475
-119,1648728939475
-112,1648728939475
-124,1648728939475
-127,1648728939475
-117,1648728939475
-128,1648728939475
-122,1648728939475
-107,1648728939475
-109,1648728939475
-114,1648728939475
-123,1648728939475
-143,1648728939475
-160,1648728939475
-154,1648728939475
-142,1648728939475
-118,1648728939475
-130,1648728939475
-124,1648728939475
-109,1648728939475
-126,1648728939475
-120,1648728939475
-111,1648728939475
-122,1648728939475
-113,1648728939475
-103,1648728939475
-111,1648728939475
-116,1648728939475
-122,1648728939475
-113,1648728939475
-118,1648728939475
-136,1648728939475
-121,1648728939475
-135,1648728939475
-131,1648728939475
-91,1648728939475
-102,1648728939475
-114,1648728939475
-105,1648728939475
-101,1648728939475
-103,1648728939475
-114,1648728939475
-126,1648728939475
-123,1648728939475
-119,1648728939475
-124,1648728939475
-139,1648728939475
-138,1648728939475
-144,1648728939475
-147,1648728939475
-146,1648728939475
-146,1648728939475
-125,1648728939475
-115,1648728939475
-132,1648728939475
-129,1648728939475
-140,1648728939475
-143,1648728939475
-136,1648728939475
-140,1648728939475
-117,1648728939475
-131,1648728939475
-136,1648728939475
-109,1648728939475
-123,1648728939475
-149,1648728939475
-142,1648728939475
-118,1648728939475
-112,1648728939475
-109,1648728939475
-114,1648728939475
-111,1648728939475
-113,1648728939475
-118,1648728939475
-124,1648728939475
-127,1648728939475
-129,1648728939475
-125,1648728939475
-118,1648728939475
-130,1648728939475
-106,1648728939475
-100,1648728939475
-124,1648728939475
-121,1648728939475
-123,1648728939475
-128,1648728939475
-113,1648728939475
-118,1648728939475
-121,1648728939475
-123,1648728939475
-137,1648728939475
-136,1648728939475
-145,1648728939475
-135,1648728939475
-113,1648728939475
-124,1648728939475
-124,1648728939475
-139,1648728939475
-147,1648728939475
-134,1648728939475
-125,1648728939475
-133,1648728939475
-141,1648728939475
-125,1648728939475
-115,1648728939475
-135,1648728939475
-131,1648728939475
-121,1648728939475
-111,1648728939475
-125,1648728939475
-130,1648728939475
-112,1648728939475
-121,1648728939475
-126,1648728939475
-132,1648728939475
-123,1648728939475
-131,1648728939475
-127,1648728939475
-123,1648728939475
-131,1648728939475
-133,1648728939475
-132,1648728939475
-126,1648728939475
-114,1648728939475
-117,1648728939475
-128,1648728939475
-116,1648728939475
-119,1648728939475
-118,1648728939475
-115,1648728939475
-129,1648728939475
-125,1648728939475
-121,1648728939475
-120,1648728939475
-108,1648728939475
-117,1648728939475
-122,1648728939475
-119,1648728939475
-121,1648728939475
-129,1648728939475
-137,1648728939475
-136,1648728939475
-157,1648728939475
-150,1648728939475
-138,1648728939475
-141,1648728939475
-155,1648728939475
-166,1648728939475
-145,1648728939475
-129,1648728939475
-137,1648728939475
-121,1648728939475
-108,1648728939475
-117,1648728939475
-113,1648728939475
-124,1648728939475
-100,1648728939475
-115,1648728939475
-126,1648728939475
-114,1648728939475
-126,1648728939475
-105,1648728939475
-110,1648728939475
-110,1648728939475
-104,1648728939475
-116,1648728939475
-125,1648728939475
-124,1648728939475
-121,1648728939475
-117,1648728939475
-104,1648728939475
-122,1648728939475
-149,1648728939475
-154,1648728939475
-145,1648728939475
-147,1648728939475
-152,1648728939475
-149,1648728939475
-142,1648728939475
-145,1648728939475
-141,1648728939475
-128,1648728939475
-122,1648728939475
-125,1648728939475
-127,1648728939475
-129,1648728939475
-128,1648728939475
-113,1648728939475
-124,1648728939475
-125,1648728939475
-142,1648728939475
-139,1648728939475
-111,1648728939475
-107,1648728939475
-127,1648728939475
-138,1648728939475
-129,1648728939475
-128,1648728939475
-131,1648728939475
-139,1648728939475
-123,1648728939475
-122,1648728939475
-125,1648728939475
-118,1648728939475
-116,1648728939475
-123,1648728939475
-143,1648728939475
-145,1648728939475
-138,1648728939475
-141,1648728939475
-128,1648728939475
-137,1648728939475
-130,1648728939475
-110,1648728939475
-129,1648728939475
-125,1648728939475
-127,1648728939475
-135,1648728939475
-140,1648728939475
-128,1648728939475
-128,1648728939475
-128,1648728939475
-113,1648728939475
-112,1648728939475
-112,1648728939475
-124,1648728939475
-118,1648728939475
-127,1648728939475
-123,1648728939475
-122,1648728939475
-137,1648728939475
-127,1648728939475
-126,1648728939475
-123,1648728939475
-134,1648728939475
-128,1648728939475
-122,1648728939475
-146,1648728939475
-134,1648728939475
-116,1648728939475
-116,1648728939475
-119,1648728939475
-124,1648728939475
-115,1648728939475
-114,1648728939475
-112,1648728939475
-119,1648728939475
-121,1648728939475
-120,1648728939475
-120,1648728939475
-102,1648728939475
-108,1648728939475
-126,1648728939475
-114,1648728939475
-120,1648728939475
-114,1648728939475
-123,1648728939475
-140,1648728939475
-131,1648728939475
-127,1648728939475
-105,1648728939475
-119,1648728939475
-130,1648728939475
-133,1648728939475
-117,1648728939475
-110,1648728939475
-119,1648728939475
-118,1648728939475
-124,1648728939475
-139,1648728939475
-147,1648728939475
-143,1648728939475
-136,1648728939475
-136,1648728939475
-145,1648728939475
-144,1648728939475
-144,1648728939475
-111,1648728939475
-113,1648728939475
-130,1648728939475
-109,1648728939475
-111,1648728939475
-110,1648728939475
-95,1648728939475
-106,1648728939475
-121,1648728939475
-117,1648728939475
-131,1648728939475
-139,1648728939475
-138,1648728939475
-147,1648728939475
-122,1648728939475
-125,1648728939475
-124,1648728939475
-125,1648728939475
-130,1648728939475
-121,1648728939475
-138,1648728939475
-135,1648728939475
-125,1648728939475
-127,1648728939475
-126,1648728939475
-132,1648728939475
-132,1648728939475
-126,1648728939475
-135,1648728939475
-137,1648728939475
-136,1648728939475
-130,1648728939475
-127,1648728939475
-126,1648728939475
-120,1648728939475
-114,1648728939475
-111,1648728939475
-125,1648728939475
-133,1648728939475
-117,1648728939475
-122,1648728939475
-113,1648728939475
-121,1648728939475
-123,1648728939475
-107,1648728939475
-118,1648728939475
-106,1648728939475
-115,1648728939475
-129,1648728939475
-134,1648728939475
-137,1648728939475
-127,1648728939475
-123,1648728939475
-128,1648728939475
-137,1648728939475
-160,1648728939475
-143,1648728939475
-124,1648728939475
-127,1648728939475
-132,1648728939475
-129,1648728939475
-119,1648728939475
-133,1648728939475
-135,1648728939475
-119,1648728939475
-112,1648728939475
-130,1648728939475
-133,1648728939475
-138,1648728939475
-141,1648728939475
-128,1648728939475
-138,1648728939475
-136,1648728939475
-134,1648728939475
-129,1648728939475
-131,1648728939475
-127,1648728939475
-123,1648728939475
-131,1648728939475
-130,1648728939475
-121,1648728939475
-120,1648728939475
-141,1648728939475
-140,1648728939475
-135,1648728939475
-125,1648728939475
-121,1648728939475
-129,1648728939475
-134,1648728939475
-128,1648728939475
-116,1648728939475
-113,1648728939475
-118,1648728939475
-121,1648728939475
-141,1648728939475
-152,1648728939475
-149,1648728939475
-148,1648728939475
-139,1648728939475
-126,1648728939475
-127,1648728939475
-129,1648728939475
-116,1648728939475
-113,1648728939475
-124,1648728939475
-128,1648728939475
-123,1648728939475
-122,1648728939475
-134,1648728939475
-128,1648728939475
-134,1648728939475
-137,1648728939475
-142,1648728939475
-151,1648728939475
-132,1648728939475
-100,1648729041950
-106,1648729041950
-124,1648729041950
-139,1648729041950
-126,1648729041950
-135,1648729041950
-164,1648729041950
-147,1648729041950
-149,1648729041950
-139,1648729041950
-123,1648729041950
-116,1648729041950
-95,1648729041950
-112,1648729041950
-137,1648729041950
-121,1648729041950
